Calle 70;570823;698528;550448;323577;141851;813790;110239;266735;317060
Calle 71;581604;665901;551372;330201;145432;824568;111061;265125;315625
Calle 72;588616;669068;544012;327496;145464;810735;114557;267981;319428
Calle 73;583460;680127;556855;326622;141533;796112;109286;273884;315955
Calle 74;592323;685355;546969;327308;141845;830189;111076;272776;314570
Calle 75;577722;680494;547863;324812;144391;816126;114458;265364;313302
Calle 76;598144;671255;549492;324278;145277;808457;113990;268512;313127
Calle 77;572053;670647;542667;315915;145548;807367;111796;271638;319104
Calle 78;590572;666333;552494;327220;143611;813016;113212;273278;320261
Calle 79;585808;685226;547507;322848;143018;809640;112949;263302;315761
Calle 80;572145;684380;548146;319851;143005;806443;114037;272563;318666
Calle 81;572515;674065;553546;324721;143703;827920;112894;274989;309640
Calle 82;567026;673796;557842;321163;140804;820649;113070;264295;306689
Calle 83;592097;686703;553904;321301;146818;816985;111630;265439;321377
Calle 84;587112;686440;549162;320447;142759;815949;112518;263255;310751
Calle 85;595792;683237;549196;320804;147478;830499;112830;266076;317431
Calle 86;588729;680191;545966;325715;145652;822045;110961;264659;314305
Calle 87;584169;684037;556627;317137;140739;818305;115271;270028;311271
Calle 88;600000;674233;556864;321416;144798;809669;113007;268432;316179
Calle 89;587561;668807;558981;321971;144323;831473;112188;271228;317515
Calle 90;595164;693050;548384;318595;147486;813390;112915;266007;311800
Calle 91;582195;678094;553725;327299;142226;822944;113043;269524;308729
Calle 92;599733;683964;548849;325324;144950;818300;111043;266400;320063
Calle 93;593062;680775;553046;329157;141501;813327;111369;267748;315323
Calle 94;577718;683553;558968;332765;142786;828973;113980;262672;317622
Calle 95;583240;677051;547095;323278;140613;797310;111878;274289;310448
Calle 96;578747;673213;536330;331278;142553;805473;112646;272247;315490
Calle 97;597077;676840;552188;317466;144788;827829;110588;272581;317126
Calle 98;583849;683706;553220;314835;144896;816894;114016;267088;317155
Calle 99;601817;670651;548642;315764;142800;806468;110579;268781;313572
Calle 100;581059;686553;548428;322736;141747;826658;112792;266546;321563
Calle 101;583367;692767;556581;317903;142714;802757;114030;264215;316903
Calle 102;581158;693353;559693;316512;147524;801431;115410;272370;312435
Calle 103;590945;675398;548621;323035;142315;829053;113992;262538;318920
Calle 104;592145;682508;554656;326173;144268;814845;111946;262882;321809
Calle 105;583488;677064;553090;313805;144674;822044;115375;268922;311479
Calle 106;577966;680537;553385;325296;146233;822604;111718;263247;321588
Calle 107;580539;688936;556718;324425;146281;837274;110176;270330;316195
Calle 108;590948;683781;567832;315924;142390;814791;112585;265530;324896
Calle 109;588489;691189;547027;324880;144519;816616;112730;266103;314523
Calle 110;592979;690120;551307;324338;142218;813055;110351;271040;315242
Calle 111;600491;677235;566404;327439;144649;810801;110195;266295;314068
Calle 112;583156;677065;554945;324615;143380;823141;111501;266237;314048
Calle 113;583918;690194;556851;320207;141518;822938;110701;269335;317672
Calle 114;582070;698308;556870;317850;145009;819899;114952;259309;318605
Calle 115;582675;663010;555772;320903;143427;804488;111382;265936;321157
Calle 116;582461;684094;564259;318195;147662;820768;110890;271608;310914
Calle 117;586989;668207;541106;325799;145734;814710;111465;265922;320243
Calle 118;584694;681674;545210;320459;142871;812814;112667;268278;318002
Calle 119;594350;677997;546140;320290;146202;821803;112265;262885;310587
Calle 120;584053;694778;565948;318269;142980;809604;110135;273360;319630
Calle 121;591616;669974;564527;319809;146161;823493;113329;268809;314317
Calle 122;598030;688615;547474;320621;144748;815706;110870;265131;317364
Calle 123;588025;673533;555749;320694;143665;801154;113840;275156;316842
Calle 124;588423;671690;554663;323648;140907;814628;112325;270019;312923
Calle 125;578618;685820;557530;328159;142363;823992;111845;265598;313676
Calle 126;590315;682565;547904;324418;144436;819398;113943;268587;314281
Calle 127;587532;676399;553012;322350;142248;815895;113205;265134;320428
Calle 128;583425;690433;553319;318837;143302;811935;114600;266241;316945
Calle 129;582236;677218;562762;321040;144217;804992;113366;265260;313356
Calle 130;590324;659503;553984;327570;143878;816365;109869;261683;314819
Calle 131;590086;672653;544580;325836;146434;817865;110914;267507;316107
Calle 132;578304;668464;540768;318736;142961;813004;112805;265170;308352
Calle 133;578790;668315;548544;327190;147504;819650;111717;264267;313914
Calle 134;580146;669074;542303;315825;143424;825939;112704;273163;314229
Calle 135;583774;672765;552373;324649;145550;816573;113337;272842;311057
Calle 136;577146;669341;553858;320140;147139;818107;113473;266213;313865
Calle 137;586706;682387;553936;323074;143526;809054;113749;270543;309042
Calle 138;584461;685011;559279;320740;142317;802087;112585;266699;317848
Calle 139;570431;676178;553624;325280;141058;801167;112111;261301;316027
Calle 140;595163;667830;560008;324596;145014;815466;109887;268304;316131
Calle 141;593510;675068;567442;316564;140232;811541;112803;272074;314868
Calle 142;600264;678477;557674;316964;142301;820614;111323;270689;311347
Calle 143;580893;676439;535532;325262;145362;811912;114054;268275;323377
Calle 144;588483;686928;549885;321599;143620;825674;112304;266526;316129
Calle 145;587990;674204;555848;320839;146910;807744;111497;264816;319664
Calle 146;576157;668216;553627;325201;143841;823740;111630;269593;317988
Calle 147;584526;680685;540082;323683;144145;813110;111162;267597;314871
Calle 148;587117;675502;549066;317836;146014;816566;114205;266553;314059
Calle 149;565975;685946;544388;321229;143281;825211;110619;266934;314201
Calle 150;589219;680098;554535;315676;145493;807771;113226;268764;320332
Calle 151;576981;682286;543244;324557;144950;813396;113404;266544;316211
Calle 152;578608;678027;554888;324829;142070;811888;111731;266435;313785
Calle 153;587807;686778;540588;318736;143772;816750;111507;266047;316526
Calle 154;580913;687384;561396;324162;144196;787378;109282;270259;321246
Calle 155;583788;676946;561330;321085;144021;823414;112342;265993;312122
Calle 156;581486;672637;554677;315261;144816;827975;112305;257978;314784
Calle 157;587451;682844;557070;316058;143068;832233;114247;266214;319924
Calle 158;586728;670834;543281;328194;142471;811631;112778;268473;315349
Calle 159;588245;686929;558249;316631;147478;812389;110980;267899;312439
Calle 160;571612;673208;542454;324909;141820;801383;110271;267263;317222
Calle 161;589236;682429;544976;327130;143844;821348;110852;267935;313830
Calle 162;594047;677835;554780;318308;142197;806882;114863;269379;316579
Calle 163;577176;669636;563272;321657;146547;795234;110721;268810;310175
Calle 164;583510;682579;553752;327106;144940;820906;111647;263727;316168
Calle 165;585653;667100;548832;321796;141604;809813;111619;270113;313067
Calle 166;590612;670865;556181;324332;144739;810861;113115;267502;317951
Calle 167;589467;669119;542535;328719;148154;816373;110804;269432;311499
Calle 168;575342;688320;554761;319360;143438;816960;113745;265683;310164
Calle 169;581089;677075;557554;320406;146751;800750;113094;267187;309742
Calle 170;582434;673140;559063;319874;144000;795141;114651;274505;316968
Calle 171;581656;681654;546843;328355;144629;810487;110998;267671;318931
Calle 172;572145;670474;559755;320668;143869;815535;114047;268321;316097
Calle 173;575425;673640;560943;324022;145883;823403;111275;268863;314225
Calle 174;589043;683768;553629;315684;144171;802874;113122;267015;311232
Calle 175;571785;685089;558082;322495;144326;804684;113686;264959;316509
Calle 176;581001;676241;564976;320146;140808;806891;109423;268479;317301
Calle 177;592277;676602;556459;314486;144914;810110;111753;262217;315474
Calle 178;592944;684983;553474;326865;142942;808804;112685;267176;311299
Calle 179;588728;680564;561757;327691;145992;820624;112949;267034;319968
Calle 180;597479;687518;550472;316797;142676;811732;113154;270937;313971
Calle 181;586318;680422;553088;312876;142251;813860;112183;269010;313809
Calle 182;580414;685080;557977;329502;144430;808362;111819;267495;312806
Calle 183;589094;680054;542783;316288;143990;812877;112130;265306;315091
Calle 184;601455;687397;557312;321588;142670;817128;112847;272909;314810
Calle 185;586956;673296;556118;330215;144355;811843;114759;270200;319737
Calle 186;588405;688843;547686;328883;142192;817475;112275;270302;319031
Calle 187;583403;678800;550451;325148;143837;813802;113001;268054;307596
Calle 188;585155;670385;539816;322927;144171;799766;112915;266886;313562
Calle 189;599048;677617;552523;325317;140175;808574;112218;267914;321361
Calle 190;580445;687839;555449;313284;142161;805559;111427;272782;314968
Calle 191;584326;677267;552138;324334;141021;818086;110604;268022;317423
Calle 192;591555;691115;560621;325510;145853;813352;112582;267949;320140
Calle 193;592742;665285;568309;327028;143961;810983;113953;272386;308929
Calle 194;584711;683499;570307;316357;143156;811233;109870;273243;313288
Calle 195;576470;678449;559074;319838;147106;833740;111637;266033;319313
Calle 196;586026;677741;557804;313590;145842;813034;113100;266537;320477
Calle 197;592426;676762;559018;321675;144521;825018;111448;264547;321709
Calle 198;597656;669601;552701;328137;146177;821126;111930;268774;309231
Calle 199;588468;673789;547402;322857;140509;805950;111304;269829;318158
Calle 200;589746;672031;544543;322514;147075;823827;112389;268344;311204
Calle 201;597003;683583;545600;323594;143934;806942;110121;269139;311651
Calle 202;597234;679824;563984;322670;142546;806672;112715;262556;317189
Calle 203;593237;662111;548782;331361;145592;823965;113565;264860;313322
Calle 204;590491;676789;552934;320526;144122;826056;114783;266140;317472
Calle 205;569467;682205;541264;323929;144944;827688;113686;270047;318370
Calle 206;586646;683610;546427;319198;145660;828478;110977;267691;316176
Calle 207;579498;670941;557951;324578;139473;817403;113699;265236;316013
Calle 208;582140;694422;565924;317345;145976;823548;112259;270141;321609
Calle 209;583324;669078;560837;321860;143139;818303;114469;269938;319261
Calle 210;593208;683655;559681;314196;144546;813306;110152;266536;316559
Calle 211;588761;671868;534825;327346;144269;826367;113420;259808;315561
Calle 212;590098;676294;553081;319481;142765;811462;110221;267132;315543
Calle 213;581760;679389;553269;315356;144798;803535;110417;273395;317862
Calle 214;591473;687389;541665;327372;141566;811497;110013;265116;314279
Calle 215;598045;674789;538843;322430;143637;822013;112555;271175;316535
Calle 216;592354;673067;562415;322553;144657;813334;113547;271736;310719
Calle 217;580073;689047;544291;329681;146009;797528;113060;275057;314213
Calle 218;592994;683976;556223;322370;144006;811682;111937;261091;319285
Calle 219;579198;674589;559182;321914;143840;817076;113245;266235;316085
Calle 220;596841;688027;562236;326512;143065;832568;113130;271419;318199
Calle 221;580596;681119;539966;320912;144352;793370;113760;268968;316203
Calle 222;581792;688518;549430;316334;141768;805651;115382;265562;325392
Calle 223;602053;681429;555442;317540;147281;820419;114821;266890;311418
Calle 224;584631;680458;538447;320340;145096;833665;111070;261903;308234
Calle 225;592732;689104;556724;318914;147202;811283;110995;267885;315349
Calle 226;587645;680887;545559;325256;143807;802979;112992;271403;313144
Calle 227;584036;669382;559861;322441;145757;830283;112766;266705;317528
Calle 228;572793;667946;553121;323314;143000;812048;110055;269215;316936
Calle 229;593097;678977;550720;322488;145684;835668;112252;266024;315095
Calle 230;575045;681081;561807;321633;145724;805524;114579;266629;318674
Calle 231;586589;692568;547064;323672;144843;813127;112985;268195;317297
Calle 232;577694;680501;544920;322051;141661;806044;111737;265884;316852
Calle 233;583903;674614;560130;318357;142537;829612;111931;266002;317517
Calle 234;593309;681885;548232;325312;144781;806702;112928;275217;324914
Calle 235;590002;677636;554409;320969;144327;813571;112322;271192;307639
Calle 236;572483;684024;555179;327167;141585;796104;114322;268690;321552
Calle 237;575828;689821;563654;318659;143474;813898;109958;266393;314350
Calle 238;573211;676322;551717;321465;140668;832847;110542;263861;317955
Calle 239;579375;680124;550980;328132;145777;819587;112218;265281;322926
Calle 240;567189;682539;558300;321610;142535;817964;112273;264747;317083
Calle 241;581132;671151;559669;324142;145070;816406;112929;261511;311219
Calle 242;577982;679704;557754;322295;140016;813971;112423;269641;320280
Calle 243;596935;670584;547113;323409;148508;820313;114228;265796;310509
Calle 244;593180;680705;549856;327382;145107;800384;113639;269566;315725
Calle 245;576562;681050;550964;317701;143287;826633;112424;269986;313010
Calle 246;583515;683773;564800;321081;146379;818249;111987;271555;313399
Calle 247;591869;693297;572355;320783;138999;809247;109931;270193;317791
Calle 248;580769;697331;545619;326339;141869;816141;113814;271907;316488
Calle 249;595008;681897;554758;317173;144225;813286;115699;262473;309956
Calle 250;569693;679197;562018;320358;145350;811532;111760;268688;317071
Calle 251;580375;685396;560064;322612;145538;811563;115687;263792;314250
Calle 252;583997;690379;552956;327888;143056;814083;111813;270391;315496
Calle 253;594877;691453;562575;326473;142937;824792;112367;270874;318818
Calle 254;587157;701328;551099;324777;142874;823568;113234;267678;315148
Calle 255;583454;673443;565426;324912;142224;823076;113588;264020;314891
Calle 256;590195;681035;541177;326477;143416;825478;110990;263508;318095
Calle 257;583027;689265;553667;322067;141122;812450;112143;262465;316796
Calle 258;574641;682748;550231;328924;143806;797182;113333;268852;308601
Calle 259;579440;684451;538661;321104;141320;803755;111644;270416;310517
Calle 260;595876;675596;557782;326807;145501;809050;113034;266938;314397
Calle 261;581679;689392;556518;330284;146121;805227;115120;264319;315636
Calle 262;586266;677446;546766;317524;143896;813214;111516;263181;314100
Calle 263;583538;662309;541704;324154;145143;816336;114089;269679;314089
Calle 264;583213;685364;554505;322923;144761;814510;112730;273540;320131
Calle 265;571233;683961;557041;321806;143765;809961;112828;269331;312873
Calle 266;579649;686803;568111;320724;143085;789686;112236;261601;319728
Calle 267;593232;682909;562665;319997;147071;817327;111145;268637;316122
Calle 268;583566;681455;570810;326470;144895;809034;111460;266561;315194
Calle 269;576665;661359;561892;327121;145663;832033;111031;265276;309776
Calle 270;576012;671122;557008;319546;144940;812893;111052;265110;320986
Calle 271;597686;679545;555752;320108;140672;813487;111526;261106;314729
Calle 272;590248;670066;553565;325063;145575;821405;114687;267884;314960
Calle 273;589746;684020;559156;325388;144331;838375;115300;263593;316207
Calle 274;587385;679335;550144;320695;147388;818695;113717;267427;316884
Calle 275;584912;676966;552979;317122;142551;794756;114562;264049;314689
Calle 276;591747;679613;550565;325939;142299;828932;112847;268550;310606
Calle 277;586949;662772;546497;320990;141622;826282;113865;269629;314173
Calle 278;583777;674457;538319;322322;141655;812731;111756;268255;321125
Calle 279;583660;668039;547760;323283;145247;816460;114064;268007;313843
Calle 280;591012;690945;546948;321482;145378;824581;113297;264669;317791
Calle 281;585074;678463;550113;322031;144637;791339;116545;267468;315901
Calle 282;592866;691463;551171;316779;143901;807394;110887;264361;319763
Calle 283;586817;673507;547510;323343;145251;814094;113546;271367;310094
Calle 284;583557;691941;562969;320902;147989;802809;114826;270111;312441
Calle 285;583016;694626;549700;320681;144929;812443;115032;271581;312945
Calle 286;570763;681436;542786;322049;142605;832250;112104;265682;312501
Calle 287;575984;680181;556001;326038;141832;819290;114464;264870;314249
Calle 288;587659;675715;567391;327458;142072;798018;110319;273029;310903
Calle 289;596092;691853;557823;319642;144520;823090;110419;268329;316107
Calle 290;576945;678565;552560;321743;143097;829874;111820;269327;314545
Calle 291;588384;677082;552221;320904;142579;800157;112033;268121;311614
Calle 292;586715;692834;543795;320425;146574;822423;115619;271140;309809
Calle 293;589467;682140;546876;325582;144217;794957;113020;271252;315939
Calle 294;576681;676231;560617;317916;142451;810653;115679;272692;319297
Calle 295;584404;683239;555812;317555;143741;806877;111257;267733;307706
Calle 296;584491;673311;544535;326108;144920;819555;111709;271895;313060
Calle 297;563926;662571;545127;324490;144789;804282;111953;268154;311017
Calle 298;586564;682978;541482;327136;146749;828841;113240;267328;312375
Calle 299;586118;672676;555923;325441;144292;802197;114553;268524;316703
Calle 300;587056;684017;546799;327168;146267;824039;112957;263008;314721
Calle 301;576854;675609;559416;322338;145070;791304;111020;268104;314743
Calle 302;584300;692092;555409;323925;144300;795935;110520;267723;313272
Calle 303;582208;684342;554680;325525;146370;815546;111531;268469;317889
Calle 304;572346;686507;557556;327430;146335;815676;112837;273497;312836
Calle 305;584665;677749;541391;319526;140323;835254;111705;264549;311476
Calle 306;585384;673678;550942;320912;142777;818190;112673;261998;314521
Calle 307;592668;662152;546587;318768;143277;805874;111347;269640;314354
Calle 308;587379;685741;553114;323385;144290;812062;113144;269920;312179
Calle 309;581987;686645;558573;325417;143709;808836;112179;270107;317319
Calle 310;581701;674236;550116;326501;144927;819631;109370;271160;321334
Calle 311;582158;680529;552609;326993;142736;820203;111620;267673;304051
Calle 312;594632;668230;561927;320187;142635;815594;111458;267962;321488
Calle 313;569464;681002;551900;320031;144398;820204;111798;267561;319705
Calle 314;593004;690938;565811;325614;142637;814087;112108;265997;317284
Calle 315;591249;675618;552418;325769;143549;804031;113505;259772;317315
Calle 316;575213;678627;561081;315191;147124;823564;113008;271091;310884
Calle 317;588143;686193;545705;318122;143122;823654;112527;272590;311508
Calle 318;590364;686938;566257;322977;143094;822517;112960;265403;312886
Calle 319;567738;678204;555614;322529;146136;785691;111386;270779;309680
Calle 320;590217;692766;544624;323888;143667;813201;111784;268342;315449
Calle 321;584238;681677;568455;317225;144505;807033;112937;264095;309942
Calle 322;577416;674046;550284;319862;144929;800949;110270;264622;313163
Calle 323;578326;669790;542306;318703;146041;815342;111562;265049;312015
Calle 324;584240;683751;556088;327003;142282;827234;113612;269811;318913
Calle 325;576643;688043;547222;323132;142486;823911;114630;261949;322426
Calle 326;603764;682664;541078;323207;145067;810959;115209;269525;313138
Calle 327;589343;670538;563336;322227;142791;816338;113590;267192;314468
Calle 328;585598;679098;552999;322682;148322;822848;112708;270752;309134
Calle 329;580105;683262;553869;322409;142959;830250;112169;270780;312803
Calle 330;576642;674396;554565;324823;144162;838704;112597;264917;311809
Calle 331;578852;682512;549291;314343;139151;814138;112566;270275;314871
Calle 332;586616;675973;549559;321926;142083;803511;111359;275230;318263
Calle 333;582296;674018;544362;329470;142172;827830;111273;268845;312458
Calle 334;590076;691137;556810;326136;147616;828440;112211;271769;319004
Calle 335;575574;688502;556062;329310;141609;808701;113772;268799;314496
Calle 336;596627;683170;555318;320571;138574;819737;110902;262378;315541
Calle 337;604999;661356;551156;324477;142842;827914;110027;265622;323032
Calle 338;593118;669567;552295;321877;143522;799385;110625;268915;317876
Calle 339;578617;675444;548025;326209;143818;807339;112434;269033;320593
Calle 340;578201;681095;554592;324057;143908;816218;114792;270231;312914
Calle 341;570147;679103;539978;314084;144584;815952;112198;267520;312163
Calle 342;575168;672550;551658;315678;142186;819473;112411;263324;320139
Calle 343;590873;672811;550418;319086;143157;819903;112673;273146;315867
Calle 344;576958;673799;557562;316894;146374;809260;112596;266707;317867
Calle 345;591745;683591;551671;322169;145896;817969;111881;273512;310563
Calle 346;575280;684434;566924;319752;141355;816170;113085;268003;317431
Calle 347;587461;686974;559004;321713;141826;820878;114881;266895;312320
Calle 348;580496;682293;547940;331483;142776;806334;112867;266203;315948
Calle 349;586874;692060;543576;321204;139372;802029;113697;267566;301861
Calle 350;575582;675463;542076;324616;140556;820144;112489;264005;311534
Calle 351;592928;671594;538781;321070;143770;820265;114327;264156;314768
Calle 352;586565;675796;560291;318935;143410;807205;110384;270373;319273
Calle 353;573749;676116;551092;321350;143349;815687;112790;273069;312557
Calle 354;589498;681402;555351;317984;144133;830321;112197;268166;316465
Calle 355;593745;672126;549931;319917;141301;816300;111846;276224;309662
Calle 356;597600;693057;555915;325320;144405;807223;110204;267976;317999
Calle 357;586491;671044;561638;319508;145027;821327;111686;269352;313743
Calle 358;579357;682514;543798;321817;145808;799202;114211;262178;313859
Calle 359;569086;675522;549695;320197;145343;822316;113751;272028;312192
Calle 360;579079;675641;553489;324046;141924;809991;113931;267669;321666
Calle 361;586294;684721;554464;320133;142218;826404;112956;267207;314004
Calle 362;596628;694800;556108;322753;144862;819758;113418;266784;315321
Calle 363;576710;685502;556454;325848;142823;813832;112172;265657;310679
Calle 364;586324;677008;549921;325732;144214;817295;112273;270022;307992
Calle 365;590997;663239;554616;319329;143581;809515;112109;264416;312396
Calle 366;581384;681642;561695;316444;146709;813282;114989;260357;306897
Calle 367;575552;667492;544280;327726;143632;817452;111694;266003;317878
Calle 368;584398;684281;570786;317591;146201;829015;111732;272835;313409
Calle 369;589808;685917;547291;320245;140368;818401;110855;271992;314474
Calle 370;586921;678947;554207;321717;145926;811083;111310;264597;318619
Calle 371;579085;682526;554148;319941;144051;800604;114245;265110;317565
Calle 372;568495;674343;559051;327393;143634;800811;112207;272545;315497
Calle 373;572078;686769;553791;318475;143927;824769;111906;266056;317744
Calle 374;592370;672189;549199;328941;141310;831145;111923;264943;316638
Calle 375;582876;670585;561679;322989;147577;820150;110303;272208;317421
Calle 376;591645;688797;568201;320318;144197;806300;112240;267733;308740
Calle 377;588499;681553;557026;322428;143458;808536;110116;266839;316029
Calle 378;582853;674084;552262;325850;146130;822615;111547;266152;314361
Calle 379;578651;691214;546348;323791;141769;811901;113796;268382;317475
Calle 380;589118;691367;545459;322708;144465;817652;113397;267420;313751
Calle 381;592212;678107;549951;322235;144584;793655;113114;269140;316329
Calle 382;572946;692637;535798;324566;140230;839301;111250;269738;314110
Calle 383;581416;686242;547985;320500;144986;813276;111607;265235;310572
Calle 384;583026;675202;553945;323352;144128;810039;114240;269745;318596
Calle 385;597070;670062;557427;325633;144502;817919;112375;262965;320853
Calle 386;578399;671778;547007;312811;142232;833950;109867;265875;314232
Calle 387;591184;683841;556054;329326;143975;816504;113180;270375;312516
Calle 388;596303;686827;548935;321284;144558;819007;112385;271143;313613
Calle 389;581396;686771;544798;321274;144786;806428;112893;272372;315643
Calle 390;585001;683317;550102;323482;147904;826585;112796;266084;318680
Calle 391;579969;679977;557533;327671;143318;820049;113934;271881;311422
Calle 392;587662;688506;554145;324195;143120;828079;112474;268216;315604
Calle 393;576946;676856;551734;319574;143776;804577;112969;259370;314451
Calle 394;589801;692396;553765;328206;141722;813251;112650;263558;314696
Calle 395;581601;678961;543533;319866;143839;812362;110667;268013;314494
Calle 396;585460;680026;547135;322695;144109;818574;112271;266883;315707
Calle 397;588881;687838;546605;329029;140520;813928;110605;266437;316983
Calle 398;587068;689873;550877;329035;144380;811329;112744;266224;318959
Calle 399;585309;681503;548749;326339;144249;811630;111826;268507;315461
Calle 400;576223;678941;547962;319981;142901;808567;115431;258545;315117
Calle 401;595941;681307;561708;317884;144537;816669;113394;268043;306835
Calle 402;580392;667182;559573;328503;141668;830481;114979;272156;316850
Calle 403;594553;679459;552979;319128;140831;814209;110806;269405;313344
Calle 404;596438;674715;552345;322095;140803;828520;114022;270402;311167
Calle 405;582581;685660;546991;322437;145403;833560;112868;264880;313999
Calle 406;567587;676061;548086;322518;146762;814856;113504;269813;315317
Calle 407;580307;674347;553542;322757;142998;813768;110144;265624;317293
Calle 408;572838;667474;561907;320255;145670;809871;112347;268218;313571
Calle 409;582228;675365;544515;331311;145032;814355;113925;267215;310781
Calle 410;589806;667893;556527;322787;140565;811605;112233;267297;317445
Calle 411;595652;685719;559606;319266;143149;809462;111757;266215;311950
Calle 412;571947;682215;557408;323522;140895;817011;111863;269426;315757
Calle 413;573972;679693;543513;316322;142045;819537;112011;268281;310488
Calle 414;593125;680243;542134;322861;142886;801928;112614;268253;309853
Calle 415;591084;671587;565798;324117;143138;827145;110948;268306;309944
Calle 416;582259;655193;552140;325780;145957;817032;110442;264574;312841
Calle 417;584295;693443;555111;323369;145119;815616;112444;262224;317174
Calle 418;577001;676944;545666;322057;145585;809916;112868;264907;315148
Calle 419;595803;676993;552215;319242;142997;809302;112845;268922;319305
Calle 420;579551;670724;556008;320162;142008;813918;112759;266976;312031
Calle 421;574615;686237;554713;320777;146223;837504;112686;261323;318717
Calle 422;581947;685256;554004;325809;143114;830398;112456;267846;313685
Calle 423;588649;668306;562576;326299;149063;808728;114234;267613;321028
Calle 424;578063;673774;553840;320472;145572;810235;112482;270159;322246
