Calle 55;147652;165082;145243;80737;34421;210794;27729;69867;83824;34126
Calle 56;154112;167987;137150;84191;35434;188837;27761;67530;76696;35798
Calle 57;149743;135852;137406;80240;37892;199385;27251;64294;79797;36654
Calle 58;143165;166624;134864;83796;35667;197685;27238;67399;80355;34188
Calle 59;150840;163435;130670;79340;36321;202010;26628;67280;80278;38115
Calle 60;144032;156328;146608;83608;37529;201103;27888;66608;83856;38032
Calle 61;148236;173391;144049;79862;36186;209142;27809;68841;76464;37488
Calle 62;136278;175853;138589;78335;37253;208973;27404;64970;78347;32861
Calle 63;147947;179312;122798;84526;38923;190172;27719;64380;82218;37038
Calle 64;145988;169121;138561;77182;35415;198696;25174;65868;80307;34242
Calle 65;155368;173921;133463;80457;36577;205099;26746;68046;81923;37598
Calle 66;152673;169111;141326;82889;40543;199687;28283;67818;76702;36582
Calle 67;146201;165656;136633;83342;35192;204982;27872;65359;80608;37333
Calle 68;136743;164204;133125;81284;38776;206501;29305;67874;77656;32369
Calle 69;146045;146414;134180;82331;36757;216213;29147;63947;74637;34033
Calle 70;149916;181027;141336;77732;36374;208597;28859;63386;80339;35263
Calle 71;153143;162254;141680;88543;35234;220997;28238;60650;78066;36066
Calle 72;148199;176441;136729;78338;35909;205553;27577;67930;88531;38698
Calle 73;144346;169670;148860;80877;35169;198323;27358;66173;78627;35429
Calle 74;147693;170666;144732;83307;37866;216871;28130;70531;73141;38420
Calle 75;149710;166570;136500;78322;35847;204681;28718;61633;77679;36663
Calle 76;138990;170135;136323;81539;37013;205773;29058;66628;79432;37277
Calle 77;143184;169995;131713;89075;36417;189003;27785;68537;77558;36042
Calle 78;148357;164096;133947;77214;33444;215399;28613;69971;76783;35926
Calle 79;141110;182914;135185;77309;34854;203263;27568;67263;71207;38112
Calle 80;147324;173869;129392;77610;36527;246105;27707;69138;79628;34493
Calle 81;145205;169494;128322;81136;36710;186947;27231;70989;74740;36720
Calle 82;129604;173838;135882;79555;34101;206494;30252;68526;76356;35255
Calle 83;150801;173453;138967;80709;35610;215865;28047;60069;81010;37102
Calle 84;147404;169078;141068;72238;34874;203762;28350;63758;73245;36212
Calle 85;145396;165021;135618;80035;36750;184299;27352;65743;75883;35490
Calle 86;141258;172740;138162;84429;36678;203294;28382;66668;81104;35051
Calle 87;151950;163476;140701;77559;33193;212628;27690;65096;74478;36180
Calle 88;146941;160341;140058;84410;35863;204407;26107;66722;78735;36724
Calle 89;150465;163840;140039;76751;37820;206551;26878;66184;77086;36542
Calle 90;146726;174705;135590;80145;36101;206211;29343;67104;75563;37097
Calle 91;131966;159299;139082;81849;38970;195792;27184;67616;74330;34639
Calle 92;146357;178811;134020;87593;36267;205720;27616;65428;79568;34708
Calle 93;143044;177411;139764;86720;36090;187699;28932;65499;88395;35227
Calle 94;140019;177650;139087;85358;36217;214513;26839;62750;82661;33455
Calle 95;145154;172823;135897;80410;35413;202531;29978;70186;81368;37100
Calle 96;145117;165719;129715;86168;35102;204548;28433;68462;75611;33777
Calle 97;147043;203736;137505;78727;36764;192461;26086;65587;82154;40254
Calle 98;141039;157152;140129;75247;36342;196716;29949;66882;77119;33731
Calle 99;160945;183505;131408;81098;38993;198996;27059;69293;75403;34379
Calle 100;156339;170484;146784;75322;38877;206708;27393;65597;78822;37438
Calle 101;152736;159297;139279;82437;35723;208494;21814;64449;80840;35818
Calle 102;145799;191008;144069;85808;36717;197424;28486;61794;80593;34521
Calle 103;146471;169142;137722;83292;37232;212092;28728;64175;82563;36503
Calle 104;147531;166583;143502;83765;37352;205811;29053;65202;77082;34782
Calle 105;145997;166024;135004;74106;36168;202799;29234;65301;79394;36627
Calle 106;144554;164913;140460;82055;37284;218502;28989;64374;81538;37452
Calle 107;146470;282195;141008;78836;37144;209350;27985;66692;76586;34444
Calle 108;148193;169447;147703;79486;34371;219879;28572;63657;82084;34380
Calle 109;146388;177615;140179;82645;36232;216580;28149;65797;84104;39297
Calle 110;154475;175331;137967;78729;33263;218404;26269;67132;78198;35353
Calle 111;130883;170366;141883;83639;36338;203283;26363;64387;121424;35928
Calle 112;130836;162375;144280;80316;36304;201106;26803;66016;81293;34332
Calle 113;147920;177441;146895;84928;35571;200410;27841;69701;76954;33701
Calle 114;144798;172843;138341;76830;37336;212803;26800;64639;78346;34830
Calle 115;150723;164842;142819;83115;36871;195078;28785;59379;78721;36889
Calle 116;138575;175842;144176;70227;36122;219644;26361;64425;78678;35260
Calle 117;142624;190838;134086;83452;37641;204017;28956;66950;76299;35617
Calle 118;145106;159491;149543;79026;37225;224125;28183;62679;80466;36126
Calle 119;147004;168085;131394;81462;35635;213196;29103;66782;73029;35996
Calle 120;153566;179647;136687;76401;34251;199811;26790;66571;76753;36521
Calle 121;136831;160492;130255;84883;35088;209516;29018;68729;79261;36623
Calle 122;157967;167901;128201;81441;41945;223164;27564;69777;77338;35440
Calle 123;148232;174702;148837;86154;34988;199741;29159;72568;73529;36361
Calle 124;139063;168005;137938;79307;34704;237972;27441;66826;82332;34032
Calle 125;137617;171112;141542;82725;36024;203712;27606;64642;77208;35178
Calle 126;147921;175574;130079;73898;33966;192298;30249;67162;73799;33285
Calle 127;148347;172566;136874;81108;35200;194135;27773;64639;81658;35938
Calle 128;142081;164447;140082;76799;35692;199626;28138;65182;74255;34257
Calle 129;136270;153967;140548;83153;35448;202075;27449;63652;80084;34755
Calle 130;159234;167671;138254;82432;37762;204354;26636;63500;82255;36491
Calle 131;150011;156089;138623;78236;36765;211024;29493;67711;79824;34895
Calle 132;138580;168934;132601;80032;35847;195278;29044;65452;79408;35564
Calle 133;155498;169304;129192;86415;36850;215102;28626;65503;80072;36079
Calle 134;138134;171319;143720;78234;33052;203350;29748;68499;79731;30709
Calle 135;143988;166637;138943;85645;36593;210038;29474;68754;78267;38287
Calle 136;143709;157991;135410;83023;36956;206462;31093;64653;79020;34660
Calle 137;141744;178719;142955;76678;34816;198691;28013;68513;79066;38955
Calle 138;153138;167984;142089;79588;36881;211060;29077;67393;77021;34431
Calle 139;137989;181657;131134;87153;35922;205390;27552;65159;78005;34672
Calle 140;151576;155219;141324;88336;36630;210003;25787;68140;76322;37538
Calle 141;157992;166033;142025;76029;34259;208202;27898;70083;86421;34015
Calle 142;155966;162929;150886;67352;35203;184211;27946;69436;80738;37277
Calle 143;147697;162114;125826;77720;36822;190302;30857;68106;83176;36577
Calle 144;144557;179852;142316;78199;35320;203398;27756;69541;78782;36809
Calle 145;152760;179279;146334;84421;36986;191361;28448;68293;79966;34265
Calle 146;142827;159156;139988;80656;39579;201155;27759;65786;74262;34246
Calle 147;145415;172569;171536;86893;35256;186335;26849;67885;85947;34595
Calle 148;146486;175685;142477;83036;36442;210041;29090;67342;77644;34343
Calle 149;142602;170538;125433;78562;36980;209267;27408;65236;78398;39531
Calle 150;139125;164354;134397;77394;35684;196599;28479;66055;79068;35895
Calle 151;141016;166398;136437;84007;37325;195837;27778;62301;79406;39019
Calle 152;153448;174036;141310;80687;34452;193204;26530;66089;78791;38969
Calle 153;142690;169216;136183;83081;34926;202104;27933;64008;77951;34952
Calle 154;144118;173255;144686;80742;35250;190992;26701;70365;78018;35851
Calle 155;147389;159607;136704;78628;36217;187874;28051;63863;78016;39230
Calle 156;145844;162962;137305;80756;35639;205199;24956;65909;79312;35837
Calle 157;146632;168981;138006;76022;33507;202837;27800;63639;80080;36355
Calle 158;149508;165206;137753;91661;34767;213526;28284;67306;82005;37126
Calle 159;152158;165761;117936;78028;36743;198712;27209;67313;79017;35828
Calle 160;145143;165720;133660;80732;35571;203110;26307;66294;82910;35860
Calle 161;148780;184034;142543;81879;34547;171481;28167;67070;81233;36672
Calle 162;151791;165583;136668;78424;38034;204330;29012;64329;85775;36742
Calle 163;149874;165360;133432;79834;38214;203674;28404;70349;77910;37024
Calle 164;150174;169617;137778;81851;34178;199498;29798;64858;79524;35080
Calle 165;156609;176153;134992;79429;33258;195025;27693;69197;77797;36738
Calle 166;145663;167775;135867;84610;33480;200955;26930;63353;90815;37387
Calle 167;155339;162364;131535;84111;36004;223398;27785;71314;81270;36476
Calle 168;139655;175629;133903;75319;37109;201025;28063;67821;83796;35359
Calle 169;146098;165419;139339;76596;38752;202204;28293;69556;82345;36663
Calle 170;148993;162895;142523;79919;35830;198802;29013;67842;77420;37618
Calle 171;151749;163764;137228;82604;36305;205250;27244;70031;77980;36640
Calle 172;139780;169633;131953;81832;36342;197499;25653;67461;80055;40938
Calle 173;149780;165148;145406;78369;33699;209636;27607;66122;77711;38958
Calle 174;148416;179398;136189;78204;35406;194256;28501;67856;76072;35644
Calle 175;143775;177002;183788;78189;34825;207076;28304;69895;73897;34654
Calle 176;139503;169993;138474;83716;36591;198796;28317;69873;77740;30901
Calle 177;160298;172003;143906;74093;36643;201891;27339;72931;76488;37085
Calle 178;150271;174553;131847;80551;35715;189049;27338;65655;80352;35449
Calle 179;148753;171174;146629;74696;37490;201131;28684;65591;81397;35910
Calle 180;153872;177318;143172;79042;34138;205932;26788;69785;80157;36215
Calle 181;141708;169469;130240;77317;30194;205860;29100;66952;75683;37471
Calle 182;143372;173299;136735;79005;35036;206366;28393;74861;74089;36586
Calle 183;146648;168186;138421;78216;35902;203077;28313;62386;80960;36272
Calle 184;144779;173095;144068;79828;35573;205761;30073;67582;78998;36438
Calle 185;153884;169142;142929;85312;33363;205403;27012;66169;83687;39534
Calle 186;146919;172516;143155;87220;33939;213059;28028;66457;74170;34907
Calle 187;148305;172010;141266;80397;35984;202588;28600;71230;78940;38294
Calle 188;139307;167074;134313;81530;35921;215640;29191;70679;71402;25755
Calle 189;155040;170897;135728;84407;34821;202068;29091;66216;83842;35163
Calle 190;145896;167446;141503;77723;35332;204118;30664;66939;85090;37442
Calle 191;147133;154673;138736;79216;35901;203915;28400;65511;83227;33488
Calle 192;130505;175546;141755;82546;36781;203018;28596;66218;77235;35868
Calle 193;149629;167652;145994;79683;37875;213453;28609;68261;72889;36427
Calle 194;147426;162014;145835;76612;34376;197197;27947;65116;74958;39944
Calle 195;147680;165806;139343;82201;35310;204252;27661;68453;79979;36854
Calle 196;150903;174212;138446;82275;39625;205117;28780;63450;77953;35589
Calle 197;148029;175217;144551;77648;35024;193872;27386;62597;83526;37433
Calle 198;153787;157643;145752;82611;38465;203333;25993;66080;76639;35615
Calle 199;148606;178525;144505;75255;32719;209288;27567;72855;75946;35561
Calle 200;151966;169941;148017;80928;36334;209563;27545;68721;75343;38806
Calle 201;146785;172223;135426;72382;35114;199295;27920;61967;82441;34914
Calle 202;152719;159978;151746;79615;35070;202266;28491;65875;82173;33667
Calle 203;152760;169243;132754;84340;36015;213644;29241;67439;75651;38760
Calle 204;141237;170998;135161;83460;39096;215304;29033;66722;80919;35383
Calle 205;144147;177797;137987;86224;37204;205506;28076;65553;79926;37847
Calle 206;146885;166622;142547;78016;36206;207710;26071;67383;79202;36090
Calle 207;145400;176971;138130;84344;33725;216551;28995;66307;88852;36236
Calle 208;137586;166257;127905;78661;34947;205542;27573;66657;79977;32899
Calle 209;156955;163828;140090;78045;35867;207969;30171;68703;88631;35949
Calle 210;156362;165821;137981;74388;44858;214437;26330;70515;76105;37270
Calle 211;141461;178779;130786;85150;36381;211253;30327;67228;81346;37029
Calle 212;141315;173338;137701;79326;39431;197685;28671;65295;76372;34534
Calle 213;143140;167760;134189;75138;34933;193541;26818;70240;78448;38177
Calle 214;146026;165994;134546;77331;35591;205134;28197;64228;78113;37946
Calle 215;148402;171936;136032;71614;35925;210751;28417;68036;78829;34844
Calle 216;153129;175774;130610;76798;33786;203848;30095;65181;77653;36628
Calle 217;148119;174461;141372;84621;36023;199969;27620;69916;78622;36169
Calle 218;149321;166706;142669;76088;35457;200680;27356;66564;81485;36424
Calle 219;133719;164793;137833;85236;36836;200090;28777;64815;78709;35968
Calle 220;163036;179346;138262;77479;37177;212376;29683;67301;88009;39513
Calle 221;141072;171484;124905;76472;36790;185267;30412;70471;75829;32667
Calle 222;137946;176717;136434;83743;35319;196351;30326;68824;83847;37530
Calle 223;149470;172997;142292;81018;36948;195990;28157;65928;79299;34431
Calle 224;144110;167733;133123;81079;36338;199334;28641;61153;77783;37340
Calle 225;152191;166338;130712;87379;33915;218078;27419;65184;78949;38303
Calle 226;141562;169480;137917;73076;36768;190597;30268;70836;79131;35221
Calle 227;144275;165769;137236;80040;36667;195455;29292;68556;82505;35023
Calle 228;138158;172804;134141;80255;35061;200350;27870;67274;75917;35463
Calle 229;150275;168528;135088;84193;36185;187959;31769;65134;82243;36951
Calle 230;144793;169985;145847;78111;35785;204365;27434;69184;77532;34527
Calle 231;146087;175862;132964;78691;36097;201805;26996;66039;75709;33547
Calle 232;147547;171872;133091;81012;34865;200536;27277;66733;84353;36444
Calle 233;147576;157471;136629;90662;32957;215386;29670;63592;79953;35768
Calle 234;156596;175387;135631;80842;33843;197644;29077;70366;83741;36422
Calle 235;150334;160788;143909;78194;35941;215100;28029;68467;80506;36508
Calle 236;137551;165992;143485;77805;37926;196042;28633;66934;79231;37213
Calle 237;141959;183450;134815;80055;36371;213639;26041;64925;80266;34536
Calle 238;139929;178960;153163;76371;34908;222040;27232;66922;78649;36003
Calle 239;147785;166935;134655;85141;36163;213678;29212;67946;84900;38152
Calle 240;146581;168924;139300;86295;35687;204064;27455;69092;78171;36801
Calle 241;154160;167648;130699;84924;36378;177853;28325;64518;79604;37583
Calle 242;148793;178095;145515;83261;34530;210342;27956;70421;81118;35280
Calle 243;145722;166716;145052;81252;37743;219842;28126;66838;80824;36663
Calle 244;147822;167351;133730;79545;36691;196443;28746;72611;75557;35254
Calle 245;143852;163246;130758;83512;35708;231871;26956;65354;83331;35822
Calle 246;143871;177100;141186;80361;26972;206092;29079;60509;77206;36397
Calle 247;132972;176363;140671;80962;40276;210919;27801;66409;75632;36254
Calle 248;150611;171167;126949;81167;34791;207371;29019;67939;82271;36427
Calle 249;145871;173224;138348;74842;35788;204476;28063;65368;78169;36312
Calle 250;138810;167821;139483;80943;34647;196054;27733;66478;77273;38073
Calle 251;146909;165028;134206;85823;37998;188619;28184;65366;78425;36236
Calle 252;147117;189645;137743;83208;38412;188699;27332;68435;79451;35571
Calle 253;146068;177853;144169;82299;34540;217017;27784;67052;78174;41357
Calle 254;152300;171692;144533;77729;33581;207586;28711;68315;79372;34260
Calle 255;160990;157129;143802;79095;36910;207934;29126;66364;82436;38511
Calle 256;145760;166811;132045;80888;35761;208328;28669;65756;79417;35961
Calle 257;139383;185716;143335;98708;35054;211619;27710;67036;80005;35128
Calle 258;132791;171208;141218;78484;41485;199252;29389;69197;70349;34919
Calle 259;145044;178956;131109;79905;35454;197602;26958;68877;78468;36484
Calle 260;144075;171234;141485;80066;36852;209017;28260;67886;77325;35053
Calle 261;139678;172764;120833;81971;36893;210526;28112;70556;76989;35148
Calle 262;138177;172005;137401;76468;36773;200067;26495;64272;76355;36747
Calle 263;145518;159369;135368;81506;34661;190872;27658;67569;81426;35447
Calle 264;147298;169846;142367;84368;36444;204741;27971;67040;82851;35270
Calle 265;137378;162844;131409;77917;36954;216017;27313;64026;59391;36175
Calle 266;136520;190231;139409;79031;37026;191568;26956;64641;79616;35196
Calle 267;148424;168725;134449;77458;36197;201469;27283;69250;73249;36352
Calle 268;147824;183122;143145;81344;36675;209538;28726;66150;78545;36637
Calle 269;140797;168073;141806;78090;37591;205203;28344;68836;75091;32370
Calle 270;137571;162526;133799;87023;36158;210304;29662;63286;83948;36129
Calle 271;149257;179019;129172;84068;36179;192191;29469;67885;80975;35533
Calle 272;154875;161710;135050;80701;36362;202942;30189;67705;80971;36313
Calle 273;150347;170356;145483;74412;36677;221630;27030;65131;81556;34456
Calle 274;139161;179396;163054;80465;37747;205579;26020;66607;82486;37149
Calle 275;153678;160836;137612;77488;35469;198124;28544;63563;79049;31138
Calle 276;213319;169394;140215;83178;35878;206358;27133;71121;79062;35488
Calle 277;147540;158619;135411;91277;36125;205269;30250;63609;78466;33920
Calle 278;146712;169093;136501;80400;32405;195929;27210;63582;80394;36474
Calle 279;153445;168673;141511;78461;41078;197531;28246;67402;84776;38131
Calle 280;147805;182717;134108;83605;36607;206044;23082;67395;79375;34843
Calle 281;147854;171590;148215;80469;36999;197705;29170;68449;73276;36597
Calle 282;143261;170275;141140;82240;36784;202655;26883;65886;80617;39655
Calle 283;149910;171726;131231;77983;32826;185945;26797;70547;77697;38489
Calle 284;143921;181758;136639;79176;36334;200646;29585;66639;76483;34780
Calle 285;144464;181384;135658;75832;36905;221801;29323;65804;81251;36995
Calle 286;143973;171407;135271;78071;35730;201277;29533;67660;80329;40455
Calle 287;148038;158368;140147;89072;33248;208514;29060;62092;79679;36542
Calle 288;137813;199530;150130;79092;37434;202576;27291;66904;74512;38221
Calle 289;154432;173512;150165;80314;35678;207247;27775;69145;73855;36820
Calle 290;143877;166940;142609;85373;33942;209554;29429;69557;79356;30636
Calle 291;151825;181116;139827;74082;35509;203879;28939;64650;72670;37506
Calle 292;145077;165584;140674;63701;36930;214162;28896;70761;75646;36178
Calle 293;140521;179774;133803;84663;33884;192384;28751;68005;79199;33759
Calle 294;152557;183870;140904;78247;35881;182965;28362;68595;79027;35610
Calle 295;145011;165800;138278;83360;35003;200633;25863;70202;77005;35442
Calle 296;146034;166805;141339;80580;35897;209849;28274;70011;84030;37875
Calle 297;152552;168260;137356;81527;37462;194382;27341;71834;78794;38417
Calle 298;151837;170196;135867;76179;36273;222870;28042;64525;75981;38457
Calle 299;144809;168675;135028;84613;35929;199929;27746;68647;86673;34385
Calle 300;152369;174114;140888;79221;36561;212060;29155;62477;87078;37029
Calle 301;140060;176752;134108;79758;37932;196207;27417;66051;78581;37197
Calle 302;153167;172423;137487;80652;35596;202917;26073;66467;78741;35180
Calle 303;138799;155002;143859;91421;37082;200647;28951;65072;79388;36306
Calle 304;158597;174665;138347;89909;38305;214744;27810;68111;78404;36285
Calle 305;142140;168249;135372;83901;34522;197751;26710;64675;81042;36064
Calle 306;128838;171982;143729;82841;34916;190603;28746;65660;78270;34862
Calle 307;147217;171560;135165;79184;34355;207577;28399;69756;72785;35557
Calle 308;149086;169820;142193;79163;35523;199077;27377;70810;74686;34889
Calle 309;146186;170971;138543;82206;35111;208072;28621;67650;79558;37010
Calle 310;143637;170556;140114;81696;36297;202310;28507;66755;80020;36044
Calle 311;138146;168438;141863;82143;35433;213597;28326;68867;76254;36139
Calle 312;150899;168197;140469;79483;35601;193655;28503;67270;81316;38661
Calle 313;141245;171896;140162;82850;37126;211215;27180;66392;86545;36360
Calle 314;154806;155165;139321;84148;34470;212351;28291;66869;81967;34694
Calle 315;139212;180733;138118;81166;35651;202752;28786;66238;77436;34591
Calle 316;147902;173441;140016;76181;34303;204232;28918;66857;76793;34517
Calle 317;147276;161782;132966;77234;35266;200085;27306;69008;86298;36050
Calle 318;144346;164293;147858;76573;36387;198395;28113;67720;76376;37146
Calle 319;152722;169268;139892;83381;35235;199227;29806;67576;74569;35375
Calle 320;147153;176014;133865;82321;34080;214375;29917;66764;78803;35745
Calle 321;146744;143603;145981;77041;35320;195201;27531;62150;76036;36501
Calle 322;142475;174851;141907;80260;39363;208236;28456;64834;83777;37887
Calle 323;140956;168028;136996;80111;37200;187405;28157;69391;80380;37257
Calle 324;148632;171840;134473;84936;34759;209624;28760;69730;78844;35224
Calle 325;143542;188640;135347;80941;36584;188102;29212;67118;75717;35833
Calle 326;152940;164755;133685;79023;38967;199183;29656;66337;77214;36310
Calle 327;155993;162039;137860;81920;35848;201550;27774;62781;75273;35756
Calle 328;150656;170918;137278;80419;37308;199317;29969;66481;75422;34639
Calle 329;127368;174154;132847;83117;36951;203024;29241;66788;78354;36545
Calle 330;146096;161488;122197;76878;36901;210591;28199;70119;77948;35020
Calle 331;139861;176842;138185;80414;35536;152116;28761;74198;78853;34979
Calle 332;156477;174836;144123;82055;34940;200633;31791;74077;80753;37871
Calle 333;157342;163753;132497;83832;35833;199553;26778;67473;74867;36230
Calle 334;147608;170137;146877;82814;36422;217737;27955;67829;82195;35640
Calle 335;135065;170711;129896;86895;34603;237389;28190;65853;78812;36442
Calle 336;151605;172394;140805;78604;34513;207715;28089;62620;78171;36118
Calle 337;144151;162624;132389;80565;38730;198336;30981;64018;84884;35229
Calle 338;154044;172574;134362;83194;36735;195017;27152;66799;79865;36562
Calle 339;137021;172619;130973;81018;35843;221032;28446;67940;79295;37458
Calle 340;150550;169438;145202;86321;27198;209857;29926;70003;83495;34179
Calle 341;143145;167540;128686;92169;36990;215128;26545;66072;77381;38787
Calle 342;142869;171397;143145;81526;34154;197496;30817;66735;80941;36454
Calle 343;157162;165960;134612;79331;35052;194678;27560;69958;79381;33980
Calle 344;144733;182081;138365;76398;37194;203486;28245;67421;79277;34176
Calle 345;153608;169579;141114;84057;36819;204826;27862;69582;77927;38259
Calle 346;140511;172024;137251;81076;34960;201175;29055;62784;80122;36333
Calle 347;139334;173478;139157;77994;35710;203266;29574;66942;81322;37793
Calle 348;134877;160133;140740;86528;35725;210729;27332;65918;74352;35515
Calle 349;142316;169342;135302;80683;36477;196737;28690;66774;76102;36134
Calle 350;140952;165736;135613;80298;40360;206415;28874;65925;78464;37126
Calle 351;140116;156518;137144;81457;35828;181344;28215;67683;81966;39000
Calle 352;148373;164091;140207;78764;36301;193987;27314;68845;77918;35527
Calle 353;137870;172723;141140;73751;34388;210979;27927;66889;76408;35731
Calle 354;138882;167917;140816;79956;36251;210643;27182;64300;82041;34955
Calle 355;150205;252028;143394;79370;30993;218020;29072;69043;91123;33731
Calle 356;147946;153579;137911;83198;34131;193416;28544;67185;71434;34741
Calle 357;145259;172700;129604;81453;35766;202713;27587;63670;74433;38245
Calle 358;154206;165820;134669;84057;36087;210037;30910;59664;78060;35013
Calle 359;150728;171768;134125;79800;37100;205707;29177;69367;79083;36450
Calle 360;154080;162634;140539;83184;34472;201799;29142;63789;78213;31930
Calle 361;144045;167959;136769;72422;34622;209152;28938;65193;80030;36277
Calle 362;219393;172827;127531;80925;34068;198569;30799;70165;77926;37429
Calle 363;142166;171123;145341;82211;36003;202971;29414;63333;74389;34681
Calle 364;142151;169077;140556;80968;36160;204443;28514;65301;78734;36545
Calle 365;152801;174164;163720;83236;34342;198140;27393;64244;80988;40460
Calle 366;140124;176877;133935;86719;37365;212971;24969;65399;81029;38156
Calle 367;145405;158593;138279;82110;37006;208921;29033;69594;80531;36622
Calle 368;141915;168343;136646;78186;35782;204904;26398;66584;75269;38709
Calle 369;147858;166671;136184;80451;33520;204865;28845;72766;78187;41704
Calle 370;148899;171615;135427;83324;36569;206557;27780;65272;79820;36542
Calle 371;153784;138393;145760;79168;33295;204595;29889;65234;79836;37146
Calle 372;153342;170661;108482;71661;35500;205503;25440;64406;80658;37649
Calle 373;150447;182095;136815;72678;35998;216018;28340;71900;79074;37316
Calle 374;154570;161049;134821;87908;35588;206134;29035;63661;78324;36183
Calle 375;138591;156232;143449;79918;36052;200742;26212;62714;83094;36385
Calle 376;151256;166895;140603;87987;36247;197071;27875;67033;79468;35975
Calle 377;149859;170295;119893;76153;35746;199112;30297;64883;79258;37948
Calle 378;138684;168272;141143;81343;37166;193507;30059;70092;79564;34557
Calle 379;147581;168650;138911;77709;35035;203250;28657;60579;76116;34697
Calle 380;158244;180260;141599;79085;34579;211713;30602;68142;77732;36077
Calle 381;148134;167306;146949;80984;36641;201774;28645;67749;77140;34468
Calle 382;138426;170719;133363;78100;38541;205899;27253;68105;77711;35548
Calle 383;152158;176989;140054;78346;36085;207010;26936;67016;78611;33837
Calle 384;138643;165395;126071;80340;38543;204762;27875;67711;82866;35116
Calle 385;143831;163840;136641;86112;35950;201500;20289;67776;78393;36072
Calle 386;112913;168085;134405;77519;33201;210941;27288;64623;77248;38126
Calle 387;132448;165422;136744;84190;40084;204681;27784;71700;76709;35293
Calle 388;149507;160822;146940;79610;35019;197605;27783;70447;77058;34982
